"","period","country_ID","country_no","CAB","GDPPC_PPP","invest","gov_debt","openness","demand","x_price","gov_deficit","credit","GDP_gr"
"423",1999,"TUR",14,-0.37,9472.829,19.124,52.0898,0.20056951,-0.017632115,0.558018506,7.032924092,16.62533466,-3.365
"424",2000,"TUR",14,-3.72,10199.029,20.767,51.56083755,0.22231511,0.078071434,0.526074171,5.328439683,17.75213863,6.774
"425",2001,"TUR",14,1.918,9701.731,15.084,77.93597229,0.215893663,-0.11616262,0.520803928,-1.899864031,15.35142752,-5.697
"426",2002,"TUR",14,-0.269,10325.232,17.614,73.99968376,0.257500269,0.085769074,0.530386388,3.56885,14.52128994,6.164
"427",2003,"TUR",14,-2.492,10954.16,17.597,67.69798045,0.327828944,0.085979998,0.586159229,5.1899,14.546437,5.265
"428",2004,"TUR",14,-3.62,12162.809,19.39,59.61151958,0.3648137,0.115054491,0.636397719,6.40375,17.27852692,9.363
"429",2005,"TUR",14,-4.443,13442.626,19.99,52.71047652,0.383109465,0.09149368,0.64490056,6.90797,22.24886606,8.402
"430",2006,"TUR",14,-6.015,14627.009,22.055,46.52412768,0.39197351,0.067719651,0.680291057,6.18907,25.94162553,6.893
"431",2007,"TUR",14,-5.844,15523.935,21.068,39.90733069,0.421358347,0.056890813,0.747163296,4.27681,29.49604415,4.669
"432",2008,"TUR",14,-5.501,15732.27,21.782,39.98456649,0.402148589,-0.010020875,0.87391609,3.0751,35.21035413,0.659
"433",2009,"TUR",14,-1.955,14880.055,14.938,46.07275706,0.330513507,-0.063388333,0.808404803,0.142798,39.17503216,-4.826
"434",2010,"TUR",14,-6.194,16193.129,19.523,42.33529997,0.350028872,0.119711131,0.835055232,1.64653,47.14252382,9.157
"435",1980,"GBR",15,0.631,8707.91,20.35,46.15779482,0.434140682,-0.028333454,0.587324619,-0.762991,26.11636684,-2.169
"436",1981,"GBR",15,1.707,9435.796,19.106,49.96883468,0.411193132,-0.0142352,0.568416834,-1.80095,30.96291992,-0.847
"437",1982,"GBR",15,0.668,10241.228,19.753,48.15968889,0.410403684,0.025482486,0.539916039,-0.398937,34.13275709,2.076
"438",1983,"GBR",15,0.304,11087.92,20.713,47.34810351,0.411126271,0.046921241,0.512172282,-1.32106,37.24690951,4.202
"439",1984,"GBR",15,-0.467,11721.323,21.776,49.25981342,0.450692788,0.031479361,0.482005179,-1.26591,42.44333774,2.258
"440",1985,"GBR",15,-0.238,12493.133,21.806,49.50597095,0.470493034,0.029333524,0.467409372,-0.484349,44.2167419,3.545
"441",1986,"GBR",15,-0.966,13117.66,21.698,50.29407449,0.446931705,0.046029312,0.531360686,2.18164,78.19628219,3.16
"442",1987,"GBR",15,-1.631,14168.562,23.217,49.57260853,0.467146337,0.050860373,0.580340743,2.71847,84.13167111,5.546
"443",1988,"GBR",15,-3.762,15504.175,25.588,47.16931546,0.481877401,0.081639891,0.635239124,4.57088,93.57210874,5.934
"444",1989,"GBR",15,-4.338,16466.345,26.754,42.80083901,0.481936231,0.030748506,0.649392545,4.75874,106.0798554,2.518
"445",1990,"GBR",15,-3.276,17118.806,25.148,38.40668431,0.542174414,-0.002667031,0.66338855,1.86399,107.4077952,0.537
"446",1991,"GBR",15,-1.361,17408.476,22.108,38.01771469,0.467128098,-0.023822845,0.730384171,-0.01136,104.78804,-1.236
"447",1992,"GBR",15,-1.584,17839.582,20.815,39.54907655,0.572062463,0.007690668,0.635366082,-3.49845,103.6112952,0.447
"448",1993,"GBR",15,-1.363,18705.263,20.308,43.45185562,0.4910153,0.02042078,0.65246588,-4.93004,101.6232399,2.646
"449",1994,"GBR",15,-0.462,19821.463,20.336,50.65655866,0.52026388,0.035063074,0.675460219,-3.55034,100.9386629,4.025
"450",1995,"GBR",15,-0.674,20688.587,20.156,54.63370945,0.548990726,0.020412424,0.726961613,-2.34372,105.8949218,2.53
"451",1996,"GBR",15,-0.561,21576.263,20.366,57.15799133,0.556130797,0.031337891,0.741625369,-0.696348,109.0532164,2.667
"452",1997,"GBR",15,-0.149,22448.008,19.551,57.89796605,0.571889907,0.03748232,0.70709759,1.38612,110.7258927,2.553
"453",1998,"GBR",15,-0.384,23423.565,20.053,54.64911069,0.569171369,0.052733414,0.664219975,3.35733,110.8721599,3.511
"454",1999,"GBR",15,-2.61,24444.09,19.448,52.02756939,0.545770437,0.043462399,0.652492285,3.75004,114.2273224,3.151
"455",2000,"GBR",15,-2.392,25853.498,19.824,50.34848033,0.583019257,0.043051073,0.603725374,6.30658,123.3669952,3.769
"456",2001,"GBR",15,-2.087,27043.036,19.274,48.46382646,0.570369244,0.035795298,0.589127004,2.81219,129.2544589,2.665
"457",2002,"GBR",15,-1.989,28033.856,19.02,47.38179645,0.583827257,0.033598486,0.595822155,-0.082576,133.1697654,2.452
"458",2003,"GBR",15,-1.612,29705.756,18.666,46.8953458,0.581284463,0.037392383,0.64953649,-1.42043,137.0282858,4.3
"459",2004,"GBR",15,-1.975,31120.106,18.447,47.15618277,0.616855919,0.035477949,0.687331557,-1.50711,144.5012751,2.454
"460",2005,"GBR",15,-1.27,32807.376,18.27,41.74951419,0.647393048,0.023454683,0.693386853,-1.32202,150.9006075,2.807
"461",2006,"GBR",15,-2.237,34643.434,18.539,42.76037564,0.718512625,0.022562343,0.726446033,-0.669353,161.6006258,3.042
"462",2007,"GBR",15,-2.743,36233.77,18.994,43.74576735,0.66830495,0.037034981,0.792564332,-0.520417,177.6875208,2.556
"463",2008,"GBR",15,-3.716,36574.786,17.98,51.9077062,0.691977739,-0.017578831,0.805598497,-2.71252,200.6065814,-0.332
"464",2009,"GBR",15,-2.793,35039.116,15.048,67.08596763,0.58681348,-0.049224541,0.752760112,-9.51642,201.0930186,-4.311
"465",2010,"GBR",15,-2.604,35872.259,16.33,78.46797454,0.639671057,0.023305679,0.763887525,-7.39599,190.5401687,1.911
"466",1980,"USA",16,0.081,12575.568,23.267,41.17880506,0.179501913,-0.019843157,0.411830842,-0.945071,94.18369225,-0.244
"467",1981,"USA",16,0.157,13965.773,24.247,40.32557596,0.172711648,0.026354218,0.455518335,-0.217471,89.12798174,2.594
"468",1982,"USA",16,-0.165,14410.163,22.063,44.97982063,0.160744138,-0.014674881,0.467288226,-2.49602,92.57739812,-1.911
"469",1983,"USA",16,-1.064,15531.182,22.228,47.84852087,0.152029552,0.0579367,0.47624135,-3.10926,96.00196517,4.633
"470",1984,"USA",16,-2.335,17099.348,25.077,49.5133269,0.167915598,0.086071869,0.480351716,-1.96519,96.72211794,7.259
"471",1985,"USA",16,-2.718,18231.826,24.145,54.09174671,0.171392679,0.044105401,0.482878357,-2.14524,103.5004391,4.238
"472",1986,"USA",16,-3.206,19078.408,23.686,57.52133112,0.154130545,0.035777885,0.555500627,-2.50053,109.9080616,3.512
"473",1987,"USA",16,-3.299,20062.657,23.548,59.27549177,0.153194699,0.028889415,0.608351409,-1.33331,112.2725402,3.462
"474",1988,"USA",16,-2.307,21442.13,22.757,60.14623165,0.157119073,0.031267762,0.652926207,-0.560738,113.3410408,4.204
"475",1989,"USA",16,-1.758,22879.184,22.449,60.27917952,0.163431473,0.029287552,0.660313666,-0.050163,117.205056,3.68
"476",1990,"USA",16,-1.321,23913.764,21.47,61.98682175,0.16686742,0.013401853,0.682125092,-0.957672,114.475517,1.919
"477",1991,"USA",16,0.047,24365.623,20.059,66.36892465,0.157583304,-0.009275706,0.740405262,-1.44106,118.8713126,-0.074
"478",1992,"USA",16,-0.789,25466.828,20.02,68.60531175,0.181648672,0.034171372,0.666674018,-2.36428,117.9000953,3.555
"479",1993,"USA",16,-1.233,26441.648,20.334,70.19201303,0.187216423,0.034340219,0.679032385,-1.67833,120.6402573,2.746
"480",1994,"USA",16,-1.664,27755.764,21.216,69.39359941,0.192911446,0.045049792,0.703176022,-0.349675,119.8284453,4.038
"481",1995,"USA",16,-1.482,28762.676,21.205,68.8004906,0.19887425,0.024091995,0.748503268,0.249844,129.7550173,2.719
"482",1996,"USA",16,-1.54,30047.314,21.629,68.02785134,0.201170757,0.038906763,0.756296039,1.10194,137.2055111,3.796
"483",1997,"USA",16,-1.635,31553.622,22.364,65.62064709,0.220191017,0.047569719,0.715711892,2.33758,146.0529001,4.487
"484",1998,"USA",16,-2.366,32929.038,22.848,62.47217416,0.225764997,0.055301278,0.674270689,3.38376,157.3466012,4.45
"485",1999,"USA",16,-3.059,34601.722,23.318,58.87769122,0.231921099,0.057504018,0.670600593,3.39418,171.0914954,4.685
"486",2000,"USA",16,-3.994,36432.514,23.569,53.03207812,0.277217582,0.04884995,0.628389776,3.93082,162.0850473,4.092
"487",2001,"USA",16,-3.722,37241.347,22.052,52.99986118,0.266659476,0.012449329,0.611811042,2.68031,170.208118,0.976
"488",2002,"USA",16,-4.173,38113.892,21.576,55.36063095,0.259166591,0.023940657,0.614626169,-1.06514,161.6884191,1.786
"489",2003,"USA",16,-4.529,39591.865,21.66,58.4765826,0.248451784,0.028821846,0.670901775,-2.32747,176.5640314,2.807
"490",2004,"USA",16,-5.163,41838.455,22.527,65.42653452,0.262010992,0.039567344,0.709916949,-1.90544,183.936738,3.785
"491",2005,"USA",16,-5.693,44218.306,23.223,64.93048526,0.294201665,0.03176242,0.715180755,-0.565093,187.8478818,3.345
"492",2006,"USA",16,-5.822,46351.667,23.333,63.77237532,0.300473109,0.02566797,0.743555129,0.662436,197.7069491,2.666
"493",2007,"USA",16,-4.964,47954.532,22.351,64.42092905,0.284208469,0.012129871,0.813648641,0.12391,206.3032757,1.779
"494",2008,"USA",16,-4.693,48302.283,20.786,73.34886975,0.294771835,-0.014787953,0.846862733,-3.68865,188.0238654,-0.292
"495",2009,"USA",16,-2.663,46909.422,17.513,86.31874157,0.239430085,-0.040746929,0.854902744,-9.04743,196.5293871,-2.776
"496",2010,"USA",16,-2.953,48309.451,18.394,95.17023325,0.27527824,0.028211471,0.881885946,-8.01891,190.7063278,2.532
